City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,chimoio,-19.1164,33.4833,27.92,61,75,1.29,MZ,2024-2-10
345,malvan,16.0667,73.4667,26.49,58,0,4.13,IN,2024-2-10
346,kattivakkam,13.2167,80.3167,32.05,65,84,4.27,IN,2024-2-10
347,driefontein,-27.0177,30.4498,31.57,25,0,2.75,ZA,2024-2-10
348,fisterra,42.9049,-9.2629,10.01,61,64,13.68,ES,2024-2-10
349,ust'-uda,54.1742,103.0304,-4.32,82,96,2.31,RU,2024-2-10
350,arraial do cabo,-22.9661,-42.0278,24.92,83,0,4.12,BR,2024-2-10
351,hammerfest,70.6634,23.6821,-8.75,79,5,3.6,NO,2024-2-10
352,freetown,8.484,-13.2299,25.9,83,10,0.69,SL,2024-2-10
353,port augusta,-32.5,137.7667,30.63,26,0,7.93,AU,2024-2-10
354,mount pearl,47.5166,-52.7813,-3.91,94,99,1.34,CA,2024-2-10
355,filadelfia,39.9523,-75.1638,7.64,83,75,1.54,US,2024-2-10
356,christchurch,-43.5333,172.6333,13.84,83,75,5.66,NZ,2024-2-10
357,san luis de la loma,17.2706,-100.8939,21.56,84,44,2.01,MX,2024-2-10
358,balkanabat,39.5108,54.3671,15.06,40,100,1.61,TM,2024-2-10
359,guarapari,-20.6667,-40.4975,22.72,87,10,1.78,BR,2024-2-10
360,grand falls-windsor,48.9332,-55.6649,-16.44,99,84,1.4,CA,2024-2-10
361,talaja,21.35,72.05,27.88,24,0,3.99,IN,2024-2-10
362,dakoro,14.5106,6.765,20.69,12,0,4.08,NE,2024-2-10
363,palikir - national government center,6.9248,158.1611,27.47,69,100,5.14,FM,2024-2-10
364,yeniseysk,58.4497,92.1703,2.19,100,100,7.15,RU,2024-2-10
365,taltal,-25.4,-70.4833,21.27,85,32,1.13,CL,2024-2-10
366,yuzhno-kurilsk,44.0306,145.8556,-4.24,66,100,2.78,RU,2024-2-10
367,kidal,18.4411,1.4078,21.54,9,0,1.75,ML,2024-2-10
368,cerano,20.1167,-101.3833,11.87,54,54,1.61,MX,2024-2-10
369,queenstown,-31.8976,26.8753,20.57,41,1,1.91,ZA,2024-2-10
370,la jolla,32.8473,-117.2742,10.93,87,100,2.06,US,2024-2-10
371,sao joao da barra,-21.6403,-41.0511,23.64,85,6,2.15,BR,2024-2-10
372,labrador city,52.9463,-66.9114,-3.05,99,100,4.63,CA,2024-2-10
373,ahar,38.4774,47.0699,6.36,65,6,3.76,IR,2024-2-10
374,laurel,39.0993,-76.8483,11.54,80,0,0.0,US,2024-2-10
375,akureyri,65.6835,-18.0878,-7.17,96,100,1.5,IS,2024-2-10
376,regina,50.4501,-104.6178,-8.01,73,100,6.17,CA,2024-2-10
377,fort mcmurray,56.7268,-111.381,-14.23,85,100,1.03,CA,2024-2-10
378,burang,30.25,81.1667,-3.33,29,0,3.04,CN,2024-2-10
379,tangalle,6.024,80.7911,33.09,59,76,7.54,LK,2024-2-10
380,robore,-18.3333,-59.75,24.67,78,98,1.44,BO,2024-2-10
381,agadez,19.75,10.25,18.82,15,49,0.88,NE,2024-2-10
382,peruibe,-24.32,-46.9983,25.1,93,88,1.77,BR,2024-2-10
383,zimovniki,47.1483,42.4633,2.63,98,100,2.76,RU,2024-2-10
384,okahandja,-21.9833,16.9167,29.91,23,89,5.8,NA,2024-2-10
385,hameln,52.104,9.3562,9.97,94,99,1.93,DE,2024-2-10
386,rongelap,11.1635,166.8941,26.12,82,76,10.4,MH,2024-2-10
387,isfara,40.1265,70.6253,11.36,27,99,2.2,TJ,2024-2-10
388,newton abbot,50.5286,-3.6119,8.69,93,100,2.87,GB,2024-2-10
389,palmer,42.1584,-72.3287,4.49,90,100,0.0,US,2024-2-10
390,vanimo,-2.6741,141.3028,27.57,87,95,3.31,PG,2024-2-10
391,felipe carrillo puerto,19.5833,-88.05,19.65,91,31,0.82,MX,2024-2-10
392,muisne,0.6,-80.0333,25.06,91,100,0.27,EC,2024-2-10
393,tarauaca,-8.1614,-70.7656,23.53,98,100,0.88,BR,2024-2-10
394,sokoni,-6.4333,39.55,29.45,72,98,5.13,TZ,2024-2-10
395,san ignacio,17.1561,-89.0714,16.08,100,0,0.0,BZ,2024-2-10
396,worthington,40.0931,-83.018,12.68,92,20,3.09,US,2024-2-10
397,fort bragg,35.139,-79.006,13.03,87,75,2.57,US,2024-2-10
398,prince rupert,54.3161,-130.3201,5.05,93,100,12.35,CA,2024-2-10
399,lerwick,60.1545,-1.1494,1.0,73,100,11.69,GB,2024-2-10
400,zmeinogorsk,51.1567,82.195,2.0,74,100,10.82,RU,2024-2-10
401,puerto colombia,10.9878,-74.9547,25.05,79,5,8.04,CO,2024-2-10
402,hadibu,12.65,54.0333,27.37,64,53,6.76,YE,2024-2-10
403,bangangte,5.1409,10.5198,25.07,28,5,1.53,CM,2024-2-10
404,yigo village,13.5361,144.8886,27.62,74,0,8.23,GU,2024-2-10
405,luanda,-8.8368,13.2343,30.0,70,40,4.63,AO,2024-2-10
406,terekli-mekteb,44.1671,45.8698,13.64,47,85,1.58,RU,2024-2-10
407,strezhevoy,60.7333,77.5889,-11.13,90,100,5.36,RU,2024-2-10
408,santiago del estero,-27.7951,-64.2615,24.08,82,38,2.25,AR,2024-2-10
409,lensk,60.7253,114.9278,-18.07,95,100,1.81,RU,2024-2-10
410,thatta,24.7475,67.9235,27.79,15,0,3.67,PK,2024-2-10
411,elko,41.0002,-115.5012,-4.99,99,52,2.07,US,2024-2-10
412,baykal'sk,51.5058,104.1469,-3.88,86,21,0.66,RU,2024-2-10
413,haiku-pauwela,20.9219,-156.3051,22.8,83,20,3.13,US,2024-2-10
414,saynshand,44.8824,110.1163,-9.15,82,4,3.98,MN,2024-2-10
415,misawa,40.6836,141.3597,2.0,98,100,1.6,JP,2024-2-10
416,yokadouma,3.5167,15.05,31.05,24,100,0.95,CM,2024-2-10
417,shakiso,5.75,38.9167,26.74,35,66,3.05,ET,2024-2-10
418,strathmore,51.0501,-113.3852,-10.92,85,9,0.51,CA,2024-2-10
419,saint-joseph,-21.3667,55.6167,27.21,80,99,5.21,RE,2024-2-10
420,al jawf,29.5,38.75,14.3,45,22,6.7,SA,2024-2-10
421,basoko,1.2391,23.616,29.35,53,100,1.35,CD,2024-2-10
422,lazaro cardenas,17.9583,-102.2,20.94,85,24,1.81,MX,2024-2-10
423,puerto lopez,4.0845,-72.956,24.58,87,48,0.75,CO,2024-2-10
424,wajir,1.7471,40.0573,34.43,33,0,6.48,KE,2024-2-10
425,cabugao,17.7931,120.4578,29.94,78,3,16.59,PH,2024-2-10
426,inhambane,-23.865,35.3833,32.98,44,1,2.02,MZ,2024-2-10
427,kingston,17.997,-76.7936,22.36,80,0,0.45,JM,2024-2-10
428,kailua-kona,19.6406,-155.9956,23.98,82,100,3.6,US,2024-2-10
429,poronaysk,49.2167,143.1167,-16.82,99,65,1.55,RU,2024-2-10
430,mossel bay,-34.1831,22.146,20.96,54,66,2.38,ZA,2024-2-10
431,burla,21.5,83.8667,28.41,24,0,1.43,IN,2024-2-10
432,praia,14.9215,-23.5087,22.3,53,0,5.14,CV,2024-2-10
433,dzhetygara,52.1908,61.2006,-14.62,88,15,6.06,KZ,2024-2-10
434,saint-francois,46.4154,3.9054,8.69,100,75,1.03,FR,2024-2-10
435,devoto,-31.4043,-62.3063,21.36,97,2,1.92,AR,2024-2-10
436,laguna,38.421,-121.4238,7.99,86,0,3.6,US,2024-2-10
437,xingcheng,40.6167,120.7167,3.41,26,20,3.24,CN,2024-2-10
438,ibb,13.9667,44.1833,22.11,40,5,2.81,YE,2024-2-10
439,bloomfield,40.8068,-74.1854,8.9,81,0,2.06,US,2024-2-10
440,perico,22.7692,-81.0189,17.73,85,72,3.1,CU,2024-2-10
441,kirakira,-10.4544,161.9205,27.31,87,99,13.02,SB,2024-2-10
442,chos malal,-37.3781,-70.2709,14.54,81,0,1.15,AR,2024-2-10
443,island lake,42.2761,-88.192,1.68,86,6,0.89,US,2024-2-10
444,punta cardon,11.6581,-70.215,25.55,82,2,8.37,VE,2024-2-10
445,humahuaca,-23.2054,-65.3505,14.65,81,53,1.34,AR,2024-2-10
446,san jose,37.3394,-121.895,9.03,86,0,1.54,US,2024-2-10
447,zykovo,55.9519,93.1461,7.41,84,100,9.41,RU,2024-2-10
448,adana,36.985,35.2881,18.29,55,40,4.63,TR,2024-2-10
449,port-vila,-17.7338,168.3219,26.78,94,100,5.66,VU,2024-2-10
450,barra de santo antonio,-9.4047,-35.5072,25.6,83,100,0.93,BR,2024-2-10
451,bobo-dioulasso,11.1771,-4.2979,24.25,23,39,0.0,BF,2024-2-10
452,giado,31.9582,12.0203,13.45,25,100,8.26,LY,2024-2-10
453,alaghsas,17.0187,8.0168,22.65,11,93,2.91,NE,2024-2-10
454,armacao de buzios,-22.7469,-41.8817,25.03,87,93,5.68,BR,2024-2-10
455,novyy urengoy,66.0833,76.6333,-15.32,95,100,6.75,RU,2024-2-10
456,cabedelo,-6.9811,-34.8339,27.37,80,70,3.38,BR,2024-2-10
457,santa cruz,-17.8,-63.1667,22.7,94,20,3.6,BO,2024-2-10
458,soyibug,34.0792,74.7111,5.48,44,0,0.29,IN,2024-2-10
459,lompoc,34.6391,-120.4579,9.32,79,0,3.6,US,2024-2-10
460,caleta de carquin,-11.0925,-77.6267,23.71,85,40,5.05,PE,2024-2-10
461,afaahiti,-17.75,-149.2833,23.93,87,100,7.05,PF,2024-2-10
462,hoa binh,20.8133,105.3383,18.91,52,100,1.46,VN,2024-2-10
463,grootfontein,-19.5667,18.1167,30.76,42,0,0.0,NA,2024-2-10
464,kayangel,8.0823,134.7173,27.26,84,100,9.68,PW,2024-2-10
465,faya-largeau,17.9257,19.1043,22.94,15,0,7.2,TD,2024-2-10
466,teguise,29.0605,-13.564,18.12,77,40,2.57,ES,2024-2-10
467,ta`u,-14.2336,-169.5144,28.33,83,100,7.46,AS,2024-2-10
468,cunha,-23.0744,-44.9597,17.28,93,92,0.99,BR,2024-2-10
469,igurusi,-8.85,33.85,23.91,80,98,1.55,TZ,2024-2-10
470,melfort,52.8667,-104.6177,-7.93,73,67,3.09,CA,2024-2-10
471,gorgan,36.8387,54.4348,15.98,67,0,0.0,IR,2024-2-10
472,macultepec,18.1667,-92.8333,21.16,95,0,3.31,MX,2024-2-10
473,blenheim,-41.516,173.9528,20.29,45,0,0.45,NZ,2024-2-10
474,ancud,-41.8697,-73.8203,13.55,80,100,1.89,CL,2024-2-10
475,puerto ayacucho,5.6639,-67.6236,24.32,89,47,2.31,VE,2024-2-10
476,kimbe,-5.5502,150.1429,26.23,90,100,1.43,PG,2024-2-10
477,al qutayfah,33.7385,36.6007,6.9,62,0,1.03,SY,2024-2-10
478,la ronge,55.1001,-105.2842,-9.86,73,100,2.06,CA,2024-2-10
479,tauranga,-37.6861,176.1667,21.47,94,75,2.39,NZ,2024-2-10
480,nosy varika,-20.5833,48.5333,26.2,89,100,0.79,MG,2024-2-10
481,onega,63.9061,38.1404,-17.42,100,100,1.4,RU,2024-2-10
482,camana,-16.6228,-72.7111,23.58,89,59,2.8,PE,2024-2-10
483,ko pha ngan,9.7578,100.0291,28.38,74,96,8.19,TH,2024-2-10
484,portland,45.5234,-122.6762,7.13,94,100,2.57,US,2024-2-10
485,dolores,-36.3132,-57.6792,21.51,97,100,5.79,AR,2024-2-10
486,terbanggi besar,-4.8667,105.2333,28.52,77,90,2.27,ID,2024-2-10
487,dom pedrito,-30.9828,-54.6731,22.17,90,100,4.08,BR,2024-2-10
488,moree,-29.4667,149.85,31.67,34,74,6.93,AU,2024-2-10
489,sabang,5.8933,95.3214,28.96,71,69,10.19,ID,2024-2-10
490,mersa matruh,31.3525,27.2453,15.74,73,0,1.9,EG,2024-2-10
491,thurgoona,-36.0451,146.9919,30.45,88,10,0.45,AU,2024-2-10
492,colonia,50.9333,6.95,10.46,89,0,3.6,DE,2024-2-10
493,mugia,43.1041,-9.2179,10.51,64,74,12.52,ES,2024-2-10
494,chesma,53.8111,60.6533,-16.06,83,12,4.52,RU,2024-2-10
495,prainha,-1.8,-53.48,22.83,97,86,1.49,BR,2024-2-10
496,san-pedro,4.7485,-6.6363,27.51,82,12,1.24,CI,2024-2-10
497,fayroz koh,34.5195,65.2509,0.64,42,5,2.15,AF,2024-2-10
498,kerikeri,-35.2268,173.9474,22.17,79,41,1.98,NZ,2024-2-10
499,oppdal,62.5943,9.6912,-18.54,88,100,4.04,NO,2024-2-10
500,eydhafushi,5.1033,73.0708,27.79,77,100,9.44,MV,2024-2-10
501,uyar,55.81,94.3153,3.92,70,100,10.51,RU,2024-2-10
502,shanghai,31.2222,121.4581,15.52,47,0,4.0,CN,2024-2-10
503,pisco,-13.7,-76.2167,23.9,94,75,3.09,PE,2024-2-10
504,sittwe,20.15,92.9,24.8,43,0,5.29,MM,2024-2-10
505,la sarre,48.8002,-79.1996,0.65,93,100,3.89,CA,2024-2-10
506,taskopru,41.5098,34.2141,14.3,59,97,0.9,TR,2024-2-10
507,chaihe,44.7667,129.7,-10.38,87,48,1.43,CN,2024-2-10
508,najran,17.4924,44.1277,26.53,30,0,3.14,SA,2024-2-10
509,molochnoye,59.2917,39.6787,-18.99,100,98,0.16,RU,2024-2-10
510,grand-lahou,5.1367,-5.0242,27.78,77,68,1.65,CI,2024-2-10
511,hermiston,45.8404,-119.2895,3.71,86,0,1.54,US,2024-2-10
512,dara,15.3484,-15.4799,21.86,11,0,4.54,SN,2024-2-10
513,okha,53.5739,142.9478,-24.14,100,53,2.42,RU,2024-2-10
514,hawera,-39.5917,174.2833,15.68,75,98,6.86,NZ,2024-2-10
515,barakani,-12.1356,44.4317,28.21,79,98,4.59,KM,2024-2-10
516,dehdasht,30.7949,50.5646,16.09,30,94,1.1,IR,2024-2-10
517,itaituba,-4.2761,-55.9836,23.04,98,100,1.04,BR,2024-2-10
518,bumba,2.1833,22.4667,29.97,44,53,1.47,CD,2024-2-10
519,kelme,55.6339,22.9342,-3.99,94,100,6.31,LT,2024-2-10
520,pacasmayo,-7.4006,-79.5714,24.77,83,92,4.19,PE,2024-2-10
521,ponta delgada,37.7333,-25.6667,15.4,100,75,4.12,PT,2024-2-10
522,uchiza,-8.4592,-76.4633,21.98,96,91,0.53,PE,2024-2-10
523,hastings,50.8552,0.5729,9.6,94,99,3.25,GB,2024-2-10
524,nabire,-3.3667,135.4833,28.9,74,100,1.85,ID,2024-2-10
525,ambodifotatra,-16.9833,49.85,27.0,84,100,5.61,MG,2024-2-10
526,sidi ifni,29.3797,-10.173,17.86,89,87,3.9,MA,2024-2-10
527,nieuw amsterdam,5.8833,-55.0833,25.09,82,66,4.18,SR,2024-2-10
528,bireun,5.203,96.7009,30.41,62,13,6.97,ID,2024-2-10
529,sumbe,-11.2061,13.8437,27.2,74,97,0.97,AO,2024-2-10
530,filipstad,59.7124,14.1683,-12.32,92,98,4.52,SE,2024-2-10
531,illizi,26.4833,8.4667,19.63,11,100,2.88,DZ,2024-2-10
532,nkove,-7.95,30.85,25.8,71,85,1.2,TZ,2024-2-10
533,klyetsk,53.0635,26.6321,-1.71,92,100,7.23,BY,2024-2-10
534,oroqen zizhiqi,50.5667,123.7167,-10.53,86,99,0.78,CN,2024-2-10
535,akwanga,8.9167,8.3833,28.47,18,91,0.68,NG,2024-2-10
536,ola,59.5833,151.2833,-25.15,88,74,2.86,RU,2024-2-10
537,happy valley-goose bay,53.3168,-60.3315,-3.83,93,100,2.57,CA,2024-2-10
538,namtsy,62.7161,129.6658,-35.95,100,99,1.26,RU,2024-2-10
539,vilhena,-12.7406,-60.1458,21.3,96,80,0.89,BR,2024-2-10
540,paradip garh,20.3167,86.6167,29.0,17,0,3.19,IN,2024-2-10
541,yaring,6.8662,101.3689,29.2,66,77,8.15,TH,2024-2-10
542,bubaque,11.2833,-15.8333,25.99,68,0,4.18,GW,2024-2-10
543,akrehamn,59.2667,5.1833,0.79,55,0,9.26,NO,2024-2-10
544,sao jose da coroa grande,-8.8978,-35.1478,26.1,77,100,1.54,BR,2024-2-10
545,safi,32.1667,-8.8333,12.52,88,9,2.73,MA,2024-2-10
546,tammela,60.8104,23.7682,-16.8,93,17,2.33,FI,2024-2-10
547,emporia,38.4039,-96.1817,3.27,75,0,5.14,US,2024-2-10
548,gornyak,50.9942,81.4661,1.75,78,100,9.83,RU,2024-2-10
549,tahe,52.3333,124.7333,-11.28,89,95,0.67,CN,2024-2-10
550,oum hadjer,13.2954,19.6966,24.75,11,3,3.54,TD,2024-2-10
551,port macquarie,-31.4333,152.9167,22.16,97,51,2.49,AU,2024-2-10
552,makokou,0.5738,12.8642,28.37,64,100,1.44,GA,2024-2-10
553,shimokizukuri,40.8061,140.3861,2.19,73,100,2.0,JP,2024-2-10
554,tommot,58.9564,126.2925,-20.02,98,96,0.66,RU,2024-2-10
555,janakkala,60.9,24.6,-14.13,96,77,1.49,FI,2024-2-10
556,geraldton,-28.7667,114.6,39.23,12,0,9.26,AU,2024-2-10
557,galliano,29.4422,-90.2992,18.0,94,100,2.48,US,2024-2-10
558,tougan,13.0667,-3.0667,23.77,9,2,2.87,BF,2024-2-10
559,ain el bya,35.8039,-0.3018,16.16,80,24,17.41,DZ,2024-2-10
560,nha trang,12.25,109.1833,28.0,54,38,3.63,VN,2024-2-10
561,dzuunharaa,48.8523,106.4579,-5.45,81,76,1.32,MN,2024-2-10
562,paracale,14.2804,122.7881,25.5,77,41,6.73,PH,2024-2-10
